Code,1.1,1.1.1,1.1.1.1,1.1.1.2,1.1.1.2.1,1.1.1.2.2,1.1.1.2.3,1.1.1.3,1.1.1.4,1.1.1.4.1,1.1.1.4.2,1.1.1.4.3,1.1.1.5,1.1.1.5.1,1.1.1.5.2,1.1.1.6,1.1.1.6.1,1.1.1.6.2,1.1.1.7,1.1.1.8,1.1.2,1.1.2.1,1.1.2.1.1,1.1.2.1.2,1.1.2.1.3,1.1.2.1.4,1.1.2.1.5,1.1.2.1.6,1.1.2.2,1.1.2.2.1,1.1.2.2.1.1,1.1.2.2.1.1.1,1.1.2.2.1.1.2,1.1.2.2.1.1.3,1.1.2.2.1.1.3.1,1.1.2.2.1.1.3.2,1.1.2.2.1.1.3.3,1.1.2.2.1.1.3.4,1.1.2.2.1.2,1.1.2.2.2,1.1.2.2.3,1.1.2.2.4,1.1.2.2.5,1.1.2.2.6,1.1.2.2.7,1.1.2.3,1.1.2.4,1.1.2.5,1.1.2.6,1.1.2.7,1.1.2.8,1.2,1.2.1,1.2.1.1,1.2.1.2,1.2.1.3,1.2.1.4,1.2.1.5,1.2.1.6,1.2.1.7,1.2.2,1.2.2.1,1.2.2.2,1.2.2.3,1.2.2.4,2.1,2.1.1,2.1.1.1,2.1.1.2,2.1.1.3,2.1.1.4,2.1.1.5,2.1.1.6,2.1.1.7,2.1.2,2.1.2.1,2.1.2.2,2.1.2.3,2.1.2.4,2.1.2.5,2.1.2.6,2.2,2.2.1,2.2.1.1,2.2.1.2,2.2.1.3,2.2.1.4,2.2.1.5,2.2.1.6,2.2.1.7,2.2.2,2.2.2.1,2.2.2.2,2.2.2.3,2.2.2.4,2.2.2.5,2.2.2.6,2.2.3,2.2.3.1,2.2.3.2,2.2.3.3,2.2.3.4,3.1,3.1.1,3.1.2,3.1.3,3.1.4,3.1.5,3.1.6,3.2,3.2.1,3.2.2,3.2.2.1,3.2.2.2,3.2.2.3,3.2.2.4,3.2.3,3.2.4,3.2.5,3.3,3.3.1,3.3.2,3.3.3,3.3.4,3.3.5,3.3.5.1,3.3.5.2,3.3.5.3,3.3.5.4,3.3.6,3.3.6.1,3.3.6.2,3.3.6.3,3.3.6.4,3.3.6.5,3.3.6.6
000199_000009_008707371,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,10,0,10,0,8,0,0,0,10,9,8,0,9,0,0,0,0,5,0,0,0,0,0,0,0,10,0,6,0,0,3,7,6,0,0,9,0,7,8,8,7,0,9,0,9,0,0,9,10,6,6,0,8,8,0,6,0,9,7,0,0,0,0,0,0,0,8,0
000199_000009_008717568,0,0,5,0,7,8,8,9,9,0,0,0,0,0,0,0,6,6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,6,0,2,2,8,10,9,0,0,10,8,0,0,10,9,9,9,9,0,0,0,0,7,0,0,0,0,10,9,7,10,10,9,8,0,4,7,9,9,10,9,0,0,3,8,8,7,7,10,0,0,7,6,7,0,6,6,0,3,8,8,0,0,10,9,7,9,7,8,0,8,0,7,0,6,7,8,8,6,0,9,10,6,9,0,9,8,8,7,0,8,0,0,0,7,0
000199_000009_008707239,0,0,0,0,10,2,2,0,5,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,0,0,8,9,0,0,10,0,6,5,7,0,0,0,0,4,0,0,0,0,8,10,7,7,8,8,9,0,6,10,7,9,9,9,0,0,5,8,8,0,6,10,0,0,0,9,0,0,0,0,0,0,7,8,0,0,8,7,0,9,7,6,0,8,9,7,7,7,10,6,10,4,0,10,9,6,10,9,10,9,0,0,8,9,0,0,0,6,0
000199_000009_008699737,0,0,0,0,0,0,7,0,10,0,0,0,0,2,0,0,8,8,0,5,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,3,10,6,0,0,7,0,10,0,10,0,0,0,0,0,0,0,0,0,9,9,9,10,10,7,6,0,5,10,8,10,0,7,0,0,5,0,9,9,9,0,0,0,7,0,8,0,8,7,0,5,7,8,0,0,10,9,7,9,6,8,0,9,0,10,9,7,8,10,0,0,0,0,0,7,9,0,9,9,7,0,0,0,0,0,0,8,0
000199_000009_008707095,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,8,0,0,0,0,10,10,0,0,7,0,8,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,10,0,0,9,7,8,9,0,0,0,0,0,0,6,7,0,0,0,7,7,0,0,9,0,0,7,6,9,0,0,9,0,0,0,0,8,0,9,9,0,0,0,0,0,10,7,0,7,10,0,0,0,10,9,10,2,0,0,0,0,0,0,0
000199_000009_008713890,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,8,9,0,10,10,9,7,0,0,10,9,8,5,7,0,0,0,0,9,0,8,0,0,0,9,0,0,0,0,0,0,0,0,9,7,0,8,8,0,0,7,9,0,10,0,0,0,0,0,10,9,8,0,8,0,0,7,0,9,8,0,0,0,0,0,0,0,9,0
000199_000009_008704861,0,0,0,0,0,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,10,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,6,10,9,10,10,9,0,0,0,9,7,9,9,0,0,0,6,7,8,0,5,0,0,7,8,7,0,0,10,7,8,6,8,9,0,10,0,10,9,7,9,9,7,8,0,10,10,7,10,0,10,9,9,0,0,0,0,0,0,10,0
000199_000009_008701291,0,0,8,0,0,0,8,0,9,0,0,0,0,0,0,0,7,0,7,0,0,0,2,0,0,0,4,0,0,0,0,0,9,0,2,0,0,0,9,10,8,4,5,7,0,7,0,8,0,10,8,0,0,9,0,9,0,10,0,0,0,0,6,0,3,0,0,10,9,9,8,7,7,9,0,0,0,8,10,10,0,0,0,0,0,0,8,6,7,6,0,8,0,0,0,0,0,0,6,0,7,0,0,9,8,0,7,7,8,0,8,0,7,7,6,7,9,0,8,0,7,10,6,0,0,9,0,9,9,0,0,6,0,8,8,0
000199_000009_008707306,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,10,9,9,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,9,9,0,0,0,0,0,0,0,0,0,7,8,9,7,0,10,0,0,0,7,8,6,10,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,8,0,0,8,0,0,0,0,0,0,7,8,0,0,0,9,7,0,0,6,10,0,0,0,6,6,0,0,0,0,0,0,0,6,0
000199_000009_008709266,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,2,0,0,7,10,0,0,0,0,0,0,0,0,0,5,10,8,8,0,10,9,0,0,7,10,9,10,8,0,0,0,10,7,5,5,0,0,0,7,6,9,0,9,3,0,3,7,10,7,0,8,7,0,6,9,7,0,8,0,10,9,8,7,9,4,8,0,10,10,6,10,0,8,8,0,0,0,0,0,0,0,5,0
000199_000009_008717755,0,0,0,0,0,0,0,0,10,5,9,0,0,0,0,0,0,0,0,3,0,0,2,2,2,2,2,2,0,0,0,2,1,0,1,1,1,1,2,9,5,1,1,1,7,0,4,0,7,10,6,0,0,0,0,10,3,6,10,0,0,0,4,0,0,0,0,9,10,9,9,8,10,8,0,5,10,10,7,10,8,0,0,3,10,10,7,8,0,0,0,6,7,8,0,0,3,0,4,7,7,4,0,9,7,10,9,9,8,0,9,0,8,9,9,10,10,10,7,0,10,10,7,10,0,10,8,6,7,0,0,0,0,0,7,0
000199_000009_008708111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,0,0,0,0,10,5,7,10,0,0,0,6,0,0,0,0,0,0,10,8,7,0,8,0,5,10,9,10,0,7,0,0,0,8,8,8,8,0,0,0,0,0,8,0,0,0,0,0,7,8,8,0,9,0,0,8,8,7,0,9,0,8,8,9,9,10,0,0,0,10,7,7,8,0,9,10,8,0,0,0,0,0,0,0,0
000199_000009_008708143,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,8,0,0,0,8,9,0,8,0,0,0,9,7,0,0,0,0,0,7,0,10,0,9,0,0,6,7,0,0,0,8,0,0,6,7,0,0,9,0,0,0,9,0,8,7,0,0,9,8,0,9,0,8,7,0,0,0,0,0,0,0,6,0
000199_000009_008717801,0,0,5,5,0,0,0,0,10,0,0,0,0,8,6,7,7,0,0,7,0,0,0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,10,6,0,0,4,8,0,0,5,0,9,10,0,0,6,0,9,7,10,8,2,0,8,0,4,0,0,0,9,6,8,6,6,0,5,0,0,7,0,6,6,0,0,0,0,0,9,2,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,9,9,0,0,6,7,0,7,0,6,5,0,7,8,0,7,0,0,7,0,3,0,7,0,0,5,0,0,0,2,5,0,6
000199_000009_008703048,0,0,5,3,0,0,0,4,9,0,0,0,0,7,0,0,8,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,10,0,0,0,0,9,9,9,8,0,0,7,0,0,0,0,0,10,0,7,0,6,5,0,0,0,7,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,7,0
000199_000009_008715568,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,2,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,9,7,0,0,0,10,4,6,7,0,0,0,0,0,0,0,0,0,8,10,9,10,9,10,8,0,5,10,9,9,0,8,0,0,0,8,7,6,0,0,0,0,6,7,9,3,6,5,0,0,7,6,0,0,9,8,0,8,8,6,0,10,0,7,8,5,7,10,7,0,0,10,0,0,6,0,8,6,6,0,0,9,0,0,0,8,7
000199_000009_008714881,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,7,9,8,0,0,10,0,0,0,5,0,10,0,0,0,0,0,0,0,0,8,7,9,10,0,0,0,0,0,8,6,0,8,0,0,5,0,0,9,0,0,10,0,0,8,10,7,0,7,0,7,6,0,0,0,9,0,0,0,0,0,0,10,0,0,6,5,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
000199_000009_008708644,0,0,0,0,0,0,0,0,0,3,0,10,0,3,0,0,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,10,9,0,0,0,0,10,6,8,0,0,0,0,0,0,0,0,0,9,10,7,9,6,8,9,0,2,10,8,8,10,6,0,0,0,9,9,0,7,0,0,0,1,7,6,0,6,0,0,1,7,0,0,0,8,9,6,7,8,7,0,5,0,7,9,6,8,9,10,7,0,9,10,0,9,0,9,9,5,0,0,0,0,0,0,7,0
000199_000009_008707997,0,0,0,0,0,0,0,0,10,5,5,5,7,7,0,4,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,10,9,0,0,0,0,10,8,8,10,0,0,0,6,0,2,0,0,9,10,8,9,8,9,10,0,4,10,8,10,8,7,0,0,3,7,8,2,0,10,0,0,7,6,9,4,8,0,0,5,9,10,8,0,9,8,4,10,8,7,0,10,0,10,8,8,7,10,9,7,0,10,9,7,7,0,10,7,7,8,0,6,0,0,0,8,0
000199_000009_008714543,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,8,9,0,0,9,8,7,0,0,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,9,8,8,7,8,7,0,10,0,9,0,0,7,0,9,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0
000199_000009_008708091,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,9,0,0,10,0,0,0,8,0,0,0,2,2,0,0,0,0,9,10,7,9,8,6,6,0,5,8,10,10,7,9,0,0,5,10,9,8,4,7,2,0,6,7,4,0,0,5,0,4,8,8,6,0,8,7,6,7,9,6,0,8,0,9,9,8,9,7,10,8,0,10,8,8,9,0,10,10,2,2,0,0,3,0,2,3,0
000199_000009_008709389,0,0,0,0,0,0,0,0,9,0,0,0,10,10,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,8,0,0,0,10,0,10,9,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,10,10,0,0,0,6,0,0,0,0,7,0,8,9,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,7,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,9,10,8,0,0,0,0,0,7,0
000199_000009_008709531,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,8,9,8,9,10,7,8,0,0,7,8,8,0,7,0,0,0,0,0,9,0,0,10,0,0,7,10,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,10,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,7,0
000199_000009_008700223,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,8,0,9,10,7,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,8,10,9,8,7,10,7,0,0,7,9,9,8,9,0,0,5,6,8,0,5,0,0,0,9,9,10,0,7,0,0,6,7,0,8,0,9,7,7,9,8,8,0,9,0,6,7,8,8,9,7,0,0,10,9,7,10,0,9,8,8,0,0,8,0,0,0,8,0
000199_000009_008716157,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,9,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,9,10,8,7,0,10,9,0,0,7,10,10,9,7,0,0,0,0,0,7,0,0,10,0,0,7,6,0,0,0,0,5,8,8,0,0,10,0,0,6,6,0,0,10,0,7,8,9,5,0,9,8,0,10,10,10,9,0,10,10,0,0,0,0,0,0,10,0,0
000199_000009_008705106,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,10,9,7,0,8,7,0,0,0,9,9,0,0,0,0,7,6,7,0,6,0,0,0,6,0,10,0,9,0,0,0,7,8,0,0,10,7,0,6,8,0,0,9,0,0,0,10,0,10,8,0,0,10,7,0,10,0,10,10,7,0,0,0,0,0,0,7,0
000199_000009_008707250,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,8,0,0,10,0,10,0,10,0,0,0,0,0,0,0,0,0,0,10,0,9,0,9,0,0,0,10,9,7,0,8,0,0,0,9,8,0,0,0,0,0,0,0,9,0,8,0,0,0,8,9,0,0,8,0,7,0,7,8,0,9,0,9,8,0,8,10,8,0,0,8,0,0,0,0,9,0,0,0,0,10,0,0,0,8,0
000199_000009_008707096,0,0,0,0,0,0,0,0,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,6,0,0,0,0,9,0,0,10,10,0,0,0,0,0,0,0,0,7,8,10,0,9,0,0,0,8,9,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,6,7,0,0,0,5,6,0,0,6,5,0,10,0,0,0,0,0,9,6,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,9,8,6
000199_000009_008707500,0,0,5,0,10,3,3,0,0,0,0,0,0,0,0,0,7,6,8,0,0,0,8,7,0,0,0,6,0,0,0,7,6,8,7,0,0,5,7,8,8,0,6,0,6,5,7,5,0,10,7,0,0,10,0,0,0,8,0,0,0,6,0,0,0,0,0,8,8,9,8,7,5,9,0,6,10,10,10,9,6,0,0,0,8,8,8,6,5,5,0,7,0,7,6,0,0,0,0,5,0,0,0,8,7,0,8,8,6,0,9,0,7,7,6,7,7,10,7,0,7,9,0,6,0,8,7,9,8,0,7,0,0,0,6,0
000199_000009_008717512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,7,0,0,0,0,0,0,0,0,10,0,10,8,0,0,0,0,7,10,0,9,9,6,0,0,0,5,7,9,0,7,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,8,6,9,7,0,8,7,0,0,4,6,0,10,0,0,0,8,0,9,0,0,0,7,0,7,6,0,9,6,0,0,0,0,0,0,10,7,0
000199_000009_008716518,0,0,0,0,5,6,6,7,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,9,0,0,0,0,0,10,8,0,0,8,7,6,7,9,10,0,0,0,0,10,0,0,0,8,10,9,9,8,9,9,0,5,8,9,9,8,0,0,0,0,0,0,7,7,0,0,0,9,6,0,0,0,0,0,0,8,8,7,0,10,0,0,0,0,8,0,9,0,0,0,7,0,9,0,9,0,10,10,8,7,0,10,8,8,0,0,0,7,0,0,8,0
